1546264043,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=cc4bb8c7fa92,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=aa9b106b15d9,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=1353867,product,
1546281988,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=d39f40e695d,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=f2dc090551f0,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=1392946,manifest,
1546440662,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=4904e5bf5df7,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=21df4d7e3350,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1440984,manifest,
1546463536,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=a5a793e5d286,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=5990f24b16ef,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1516272,test,
1546428570,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=c6d3c8a25d9e,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=a3025b3c5c6a,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1515010,test,
1546471583,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=6a89226d8c15,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=5ce7c992bd81,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=1513733,product,
1546474908,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=6a89226d8c15,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=b63d0e63975e,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=1513733,product,6a89226d8c15
1546626307,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=f000153a1f7f,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=87219897a280,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1516554,product,
1546619640,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=1e6d3675ae4e,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=227f1a73b16f,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=1477084,test,
1546625776,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=f8a29b8bb211,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=0a374ac233cd,FALSE,,unknown,
1546625776,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=0f6a3dd2c2f7,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=0a374ac233cd,TRUE,,unknown,
1546638136,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=e32d3be39b84,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=f8a29b8bb211,FALSE,,unknown,
1546893573,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=85ef8943b4b8,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=6ce5f09669e3,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=1517337,product,
1546873398,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=e01254abd76e,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=462d05bad533,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1517653,product,
1546886973,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=837890ad4968,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=b776171d854c,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1515103,product,
1546891562,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=c8d48fc7201d,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=129a3f527c8e,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=1507852,product,
1546897580,https://treeherder.mozilla.org/#/jobs?repo=mozilla-central&revision=5d07c4ae4354,https://treeherder.mozilla.org/#/jobs?repo=mozilla-central&revision=14d8f03b496c,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=1505353,manifest,
1546907714,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=b3639a45cfc3,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=0b7bbe6dda1d,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1504659,test,
1546963798,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=e956eb613130,https://treeherder.mozilla.org/#/jobs?repo=mozilla-inbound&revision=e85e41f84971,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=256180,manifest,
1547055939,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=2d4af102ece3,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=7e107869b00d,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1479127,test,
1547055731,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=ef80c62a3070,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=1851290ec29b,FALSE,https://bugzilla.mozilla.org/show_bug.cgi?id=1508434,product,
1547054278,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=5d5c62405e28,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=5345e8472f29,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1515612,product,
1547058557,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=4ff41b70cbd8,https://treeherder.mozilla.org/#/jobs?repo=autoland&revision=9d80f662ad2b,TRUE,https://bugzilla.mozilla.org/show_bug.cgi?id=1515612,product,5d5c62405e28
